project_id,project_name,repo_url,resolved_commit,commit_source,effort_since,effort_until,actual_duration_months,duration_plausible,ksloc_code,ksloc_code_raw,generated_loc_excluded,generated_files_n,ksloc_all,pm_mid,pm_low,pm_high,active_dev_days,total_commits,distinct_authors,effort_reliable,top_langs,planned_fte,planned_duration_months,planned_pm,cost_usd,status,error_msg,new_sloc,adapted_sloc,adapted_fraction,cm_observed,aam,equivalent_sloc
polkamask,polkamask,https://github.com/PolkaGate/polkaMask,37defb1c2cad65942c2e8102ac591ca556c7d127,cutoff,2023-10-09,2024-01-27,3.61,1,2.3220,2.9350,613,1,34.9500,1.8947,0.7941,6.0,36,141,2,1,"{""JSON"": 32109, ""TypeScript"": 2237, ""SVG"": 176, ""YAML"": 166, ""Markdown"": 71}",2,3,6.00,28000,OK,,1.9763,0.3457,0.1489,0.8113,0.7079,2.221
polkamusic,polkamusic,https://github.com/polkamusic/PolkaMusic-Core,0159178b66375770058e37070f8fc838e88ee8a0,cutoff,2021-05-12,2021-08-17,3.19,1,2.7340,2.7340,0,0,3.2940,0.7895,0.3192,4.0,15,29,1,0,"{""Rust"": 2044, ""JavaScript"": 683, ""Markdown"": 360, ""TOML"": 184, ""YAML"": 16}",4,,,12000,OK,,1.8619,0.8721,0.319,0.3909,0.3783,2.1918
polkashots,polkashots,https://github.com/midl-dev/polkadot-snapshot-generator,cb31d53daf2cabcd06f765c6d7642032ad0a05aa,cutoff,2020-12-23,2020-12-24,0.03,1,0.2000,0.2000,0,0,0.8850,0.0526,0.0132,1.0,1,1,1,0,"{""HCL"": 321, ""YAML"": 255, ""Bourne Shell"": 190, ""Markdown"": 73, ""Dockerfile"": 36}",0.5,,,1,OK,,0.0,0.2,1.0,1.0,0.84,0.168
polkastats,polkastats,https://github.com/Colm3na/polkastats-backend-v3,c4d524e74fc30c9cf499fcb56517add50934c6c9,cutoff,2020-01-20,2020-06-12,4.73,1,1.1640,1.1640,0,0,3.0020,4.7368,2.1864,20.0,90,545,6,1,"{""JavaScript"": 1095, ""JSON"": 982, ""SQL"": 483, ""Markdown"": 300, ""Bourne Again Shell"": 58}",,3,,3,OK,,1.164,0.0,0.0,0.0,0.0554,1.164
polk-auction,polk-auction,https://github.com/CrommVardek/polk-auction-core,8b7018067b3ac453d3e1408cf3f86c6e9a343011,cutoff,2021-05-12,2022-05-04,11.73,1,2.1230,2.1230,0,0,2.9260,3.1579,0.9539,13.0,60,90,3,1,"{""Kotlin"": 2123, ""Markdown"": 383, ""Maven"": 273, ""YAML"": 93, ""Properties"": 24}",1.7,,,6800,OK,,2.123,0.0,0.0,0.0,0.0554,2.123
polket_toearnfun,polket_toearnfun,https://github.com/polketio/polket-node,d7f576fb5747a31960dae9aff09debb2622abcb7,cutoff,2022-08-30,2023-03-02,6.04,1,8.9240,8.9240,0,0,10.5170,2.0,0.5649,8.0,38,54,2,1,"{""Rust"": 8909, ""TOML"": 881, ""Markdown"": 449, ""JSON"": 134, ""make"": 44}",4,4,16.00,30000,OK,,0.7275,8.1965,0.9185,0.9477,0.8034,7.3124
pontem-network,pontem-network,https://github.com/pontem-network/sp-move,49d6f1d8598aca86bf7e59f309a078cd573fcc0e,commit,2020-12-01,2021-03-31,3.94,1,2.5320,2.5320,0,0,3.3610,0.9474,0.2683,8.0,18,24,3,1,"{""Rust"": 2515, ""Markdown"": 436, ""TOML"": 231, ""YAML"": 140, ""make"": 18}",2,2,4.00,96,OK,,1.4112,1.1208,0.4426,0.4816,0.4532,1.9192
preparing-polkadot-pallet-balances-for-formal-verification,preparing-polkadot-pallet-balances-for-formal-verification,https://github.com/.../preparing-polkadot-pallet-balances-for-formal-verification.md,,,,,,,,,,,,,,,,,,,,,,,,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
PRIMIS,PRIMIS,https://github.com/Primis-Labs/client,5bd986ea16ecb867a82db8da015555ed5383f89b,cutoff,2022-06-16,2022-10-20,4.14,1,4.6420,4.6420,0,0,7.3210,2.3158,1.039,6.0,44,95,3,1,"{""JavaScript"": 4642, ""SCSS"": 2198, ""JSON"": 248, ""CSS"": 152, ""Markdown"": 58}",3,,,10000,OK,,4.642,0.0,0.0,0.0,0.0554,4.642
PrivaDEX_aggregator,PrivaDEX_aggregator,https://github.com/kapilsinha/privadex,fe9cd0519038c61cd92e0ccd183f2711246cff75,cutoff,2022-12-22,2023-02-28,2.23,1,19.6990,19.6990,0,0,46.4250,0.1579,0.0526,2.0,3,4,1,0,"{""JSON"": 25392, ""Rust"": 14601, ""TypeScript"": 4990, ""Markdown"": 529, ""TOML"": 367}",2,5.5,11.00,55000,OK,,19.6683,0.0307,0.0016,1.0,0.84,19.6941
Profond,Profond,https://github.com/profondHQ/profond-psp22-contract,c437dba6da656a2ffe7268d57470982e75e3886a,cutoff,2023-09-15,2023-12-18,3.09,1,0.3330,0.3330,0,0,4.1610,0.1579,0.0395,3.0,3,3,1,0,"{""JSON"": 3751, ""Rust"": 222, ""TypeScript"": 111, ""TOML"": 55, ""Markdown"": 22}",2,,,10,OK,,0.1113,0.2217,0.6657,0.9422,0.7996,0.2886
project_aurras_mvp_phase,project_aurras_mvp_phase,https://github.com/HugoByte/aurras,e1ebe7a2e420f4b9208f47d7f119d9ecd6fa0bed,cutoff,2021-02-05,2023-09-18,31.37,0,11.1530,11.1920,39,2,13.2170,3.4211,1.508,18.0,65,230,5,1,"{""Rust"": 7297, ""JavaScript"": 2376, ""Python"": 775, ""Markdown"": 712, ""YAML"": 645}",4,,,42880,OK,,11.153,0.0,0.0,0.0,0.0554,11.153
prosopo,prosopo,https://github.com/prosopo-io/provider,92778344c101e30b4a345e1646c0914b466cf6ac,cutoff,2021-11-03,2022-07-22,8.57,1,3.5760,3.5760,0,0,3.9250,6.6316,2.474,25.0,126,272,6,1,"{""TypeScript"": 3515, ""Markdown"": 190, ""JSON"": 152, ""JavaScript"": 52, ""Bourne Shell"": 9}",,,,,OK,,3.576,0.0,0.0,0.0,0.0554,3.576
psc,psc,https://github.com/OmniBTC/PSC,da10743ae93948b54c92e6779496bce3c4120a88,cutoff,2022-11-15,2023-02-13,2.96,1,8.0560,8.8560,800,13,14.1910,0.1053,0.0263,1.0,2,2,1,0,"{""Rust"": 7514, ""JSON"": 5070, ""TOML"": 552, ""Solidity"": 465, ""Markdown"": 428}",1.5,,,8000,OK,,8.056,0.0,0.0,0.0,0.0554,8.056
qrucial_dao,qrucial_dao,https://github.com/Qrucial/QRUCIAL-DAO,b4f3e38ef59dca983b98b7f0b402a68bf7683846,cutoff,2022-05-17,2023-07-01,13.47,1,7.9210,8.5210,600,1,8.7500,6.4211,2.4312,29.0,122,293,7,1,"{""JavaScript"": 4432, ""Rust"": 2829, ""Python"": 395, ""TOML"": 308, ""Bourne Shell"": 265}",2,,,30000,OK,,7.921,0.0,0.0,0.0,0.0554,7.921
QSTN,QSTN,https://github.com/QSTN-US/Polkadot-QSTN-v1,3119471887f0e2c2401c6fb7581686016679936a,cutoff,2023-12-15,2024-01-18,1.12,1,15.4460,16.8310,1416,5,17.2770,0.2632,0.1058,2.0,5,24,1,0,"{""Rust"": 10639, ""JavaScript"": 2680, ""TypeScript"": 2069, ""Markdown"": 783, ""TOML"": 327}",8,15,120.00,10000,OK,,7.8739,7.5721,0.4902,0.4953,0.4645,11.3915
quadratic-funding,quadratic-funding,https://github.com/OAK-Foundation/quadratic-funding-pallet,92e624a8b85c920c10993177332d849942f0eab9,cutoff,2021-05-27,2021-05-27,0.0,0,3.0540,3.1930,233,2,8.8870,0.0,0.0,0.0,0,0,0,0,"{""JSON"": 4161, ""Rust"": 2250, ""YAML"": 808, ""Bourne Shell"": 757, ""Markdown"": 420}",4,3,12.00,20000,OK,,0.7531,2.3009,0.7534,0.0,0.0554,0.8805
quadratic-funding-pallet,quadratic-funding-pallet,https://github.com/zhangjiannan/QFgrant,9e1b2b0838d642781b4fb7f36af3dd4c6711e18a,cutoff,2021-02-01,2021-04-21,2.6,1,1.5590,1.5590,0,0,1.9850,1.0526,0.3084,5.0,20,28,3,1,"{""Rust"": 1545, ""TOML"": 248, ""Markdown"": 147, ""YAML"": 16, ""make"": 15}",2,1,2.00,10000,OK,,0.635,0.924,0.5927,1.0,0.84,1.4112
queryWeb3,queryWeb3,https://github.com/Query-Web3/database,32e7220893eaf33ff811a4d906893692f7f25d99,cutoff,2024-11-20,2025-12-20,12.98,1,1.6750,1.6750,42,1,4.5770,0.5263,0.1447,3.0,10,11,2,1,"{""JSON"": 2114, ""Python"": 1500, ""CSV"": 413, ""Text"": 238, ""TypeScript"": 144}",60,4.5,270.00,30000,OK,,1.675,0.0,0.0,0.0,0.0554,1.675
RainbowDAO-Protocol-ink!-Phase1,RainbowDAO-Protocol-ink!-Phase1,https://github.com/RainbowcityFoundation/RainbowDAO-Protocol-Ink-milestone_1,e4f3dded0805c48d8706bff62a1f10d2a717caf8,cutoff,2021-12-24,2022-01-18,0.82,1,45.0970,45.3700,273,1,48.3090,0.4211,0.1516,2.0,8,15,1,0,"{""Rust"": 44856, ""TOML"": 1498, ""Markdown"": 1258, ""YAML"": 415, ""Bourne Shell"": 241}",8,,,48000,OK,,0.0,45.097,1.0,0.0392,0.0878,3.9602
rb_substrate_client,rb_substrate_client,https://github.com/uni-arts-chain/sr25519,87faf24943e58d2cc86396996e663280f62ca0a9,cutoff,2021-09-14,2021-10-26,1.38,1,0.3000,0.3000,0,0,0.4960,0.3684,0.1467,2.0,7,18,1,0,"{""Ruby"": 295, ""Markdown"": 138, ""YAML"": 33, ""Text"": 17, ""Dockerfile"": 8}",2,,,8000,OK,,0.256,0.044,0.1466,0.8036,0.7025,0.2869
RedStone,RedStone,https://github.com/redstone-network/redstone-node,8d5f29c01171142f136e6987eb7973ffb018b12f,cutoff,2022-08-22,2022-12-04,3.42,1,24.3310,24.8270,496,3,25.9250,2.4737,0.8113,7.0,47,76,3,1,"{""Rust"": 24331, ""TOML"": 1075, ""YAML"": 185, ""JSON"": 139, ""Markdown"": 116}",2,3,6.00,20000,OK,,24.331,0.0,0.0,0.0,0.0554,24.331
regionx,regionx,https://github.com/RegionX-Labs/RegionX,d52b2173ab41d6b1e3db3a6a4ed65587d68ba455,cutoff,2023-11-28,2024-02-25,2.92,1,2.0510,2.0510,0,0,6.3710,0.0,0.0,0.0,0,0,0,0,"{""JSON"": 3887, ""Rust"": 1320, ""TypeScript"": 731, ""TOML"": 263, ""YAML"": 93}",,4,,30000,OK,,2.051,0.0,0.0,0.0,0.0554,2.051
relaycode,relaycode,https://github.com/itsyogesh/relaycode,1bdea8eecfa5b2a1994a2b720d6daac45b872e51,cutoff,2024-10-08,2026-02-09,16.06,1,15.6620,15.9460,316,2,20.7660,0.6316,0.2437,5.0,12,38,1,0,"{""TypeScript"": 15625, ""Markdown"": 4628, ""CSS"": 225, ""JSON"": 192, ""JavaScript"": 37}",2,2,4.00,30000,OK,,13.0509,2.6111,0.1667,0.4763,0.4489,14.2229
research-feasibility-go-runtime,research-feasibility-go-runtime,https://github.com/limechain/gosemble,e0e58a87c50b193a93cfd18737ebfa8d53c84f13,cutoff,2022-07-28,2022-09-26,1.97,1,0.7000,0.7000,0,0,1.4220,0.4737,0.151,4.0,9,14,3,1,"{""Markdown"": 706, ""Go"": 700, ""make"": 16}",2,,,49280,OK,,0.3941,0.3059,0.437,1.0,0.84,0.6511
research-feasibiliy-java-host,research-feasibiliy-java-host,https://github.com/LimeChain/java-host-research,578c89685795540426a27ba2282b9da728769197,cutoff,2023-02-07,2023-02-08,0.03,1,0.0000,0.0000,6,2,0.4510,0.1579,0.0528,2.0,3,6,2,0,"{""Markdown"": 451}",2,,,36000,OK,,,,,,,
roloi,roloi,https://github.com/RoloiMoney/roloi-polkadot-w3f-grant,fe0b09f35794b36c5878439b1f9765a1c3941c71,cutoff,2022-06-11,2022-07-17,1.18,1,0.6680,0.6680,0,0,3.6960,0.0526,0.0132,1.0,1,1,1,0,"{""HTML"": 2242, ""Rust"": 527, ""Text"": 455, ""Markdown"": 199, ""JavaScript"": 141}",2,1,2.00,20000,OK,,0.668,0.0,0.0,0.0,0.0554,0.668
roloi-xcm-payment-automation,roloi-xcm-payment-automation,https://github.com/NeoPower-Digital/tempora,d1e7f26ba7ab043b8a3079114bced58f9a2fa7e5,cutoff,2023-12-08,2024-04-19,4.37,1,7.2700,7.2700,0,0,10.3580,0.2632,0.0658,3.0,5,5,1,0,"{""TypeScript"": 6366, ""JSON"": 2667, ""Rust"": 810, ""Markdown"": 290, ""JavaScript"": 94}",3,2.5,7.50,52500,OK,,1.7605,5.5095,0.7578,1.0,0.84,6.3885
Rubeus_keeper,Rubeus_keeper,https://github.com/bsn-si/rubeus-smartcontract,b8e8a22c7ddafbbae34fd9e59d1bb5e44e95b77a,cutoff,2022-10-05,2022-12-05,2.0,1,1.0050,1.0050,0,0,1.1260,0.3684,0.1077,3.0,7,11,1,0,"{""TypeScript"": 723, ""Rust"": 282, ""Markdown"": 56, ""JSON"": 42, ""TOML"": 23}",2,2,4.00,25000,OK,,0.7028,0.3022,0.3007,1.0,0.84,0.9566
Rubeus_keeper_st2,Rubeus_keeper_st2,https://github.com/bsn-si/rubeus-smartcontract,3a8ee7863a06806964b8153677325798f3e123f4,cutoff,2022-10-05,2023-01-30,3.84,1,1.4230,1.4230,0,0,1.5440,0.4737,0.134,4.0,9,13,1,0,"{""TypeScript"": 962, ""Rust"": 461, ""Markdown"": 56, ""JSON"": 42, ""TOML"": 23}",2,2,4.00,25000,OK,,0.9324,0.4906,0.3447,1.0,0.84,1.3445
ruby,ruby,https://github.com/rubyprotocol/documents,1322235c17d9ce0343474fbffdd35aa747bcb02f,cutoff,2021-08-31,2021-10-11,1.35,1,0.0000,0.0000,0,0,0.3140,0.0,0.0,0.0,0,0,0,0,"{""Markdown"": 314}",3,2,6.00,30000,OK,,,,,,,
rv_kmir,rv_kmir,https://github.com/runtimeverification/mir-semantics,cf2e3bcdcff5398ed7695bbf01e7838b9a477f3d,cutoff,2022-07-19,2023-12-19,17.02,1,1.8610,1.8610,0,0,7.8760,4.7368,1.5189,18.0,90,136,6,1,"{""YAML"": 3542, ""Markdown"": 2192, ""Python"": 1313, ""Rust"": 309, ""make"": 135}",1.5,,,100000,OK,,1.861,0.0,0.0,0.0,0.0554,1.861
SaaS3,SaaS3,https://github.com/SaaS3-Foundation/dRuntime-fat,6d3cc9842f921ae8a70a32f4d4e36d2bf5ecb877,cutoff,2022-09-22,2023-03-08,5.49,1,0.6710,0.6710,0,0,7.7700,1.2632,0.3665,7.0,24,35,1,0,"{""JSON"": 7031, ""Rust"": 618, ""TOML"": 54, ""JavaScript"": 44, ""Markdown"": 14}",2,3,6.00,10000,OK,,0.671,0.0,0.0,0.0,0.0554,0.671
saito-gamebridge,saito-gamebridge,https://github.com/SaitoTech/saito-crypto-api-modules,f8eb04e3059776d8b1cb300d682c681c00615643,commit,2021-06-07,2021-06-07,0.0,0,0.4760,0.4760,0,0,0.5810,0.0,0.0,0.0,0,0,0,0,"{""JavaScript"": 476, ""Markdown"": 105}",,,,,OK,,0.0,0.476,1.0,0.0,0.0554,0.0264
sandox_ms3_delivery,sandox_ms3_delivery,https://github.com/sandoxio/sandox,ec8becd4f19608dd42a4306a6757da627db429b2,cutoff,2023-07-12,2023-10-20,3.29,1,3.8620,3.8620,0,0,14.5290,0.4211,0.1256,4.0,8,20,1,0,"{""JSON"": 8826, ""JavaScript"": 3847, ""CSS"": 1411, ""HTML"": 222, ""Markdown"": 171}",4,4,16.00,30000,OK,,1.5666,2.2954,0.5944,0.7897,0.6928,3.1568
Sandox_st1_ms1_delivery,Sandox_st1_ms1_delivery,https://github.com/sandoxio/sandox,039724f133c6fc502615513e026a2aeb8864e38a,cutoff,2023-07-12,2023-07-12,0.0,0,5.8780,5.8780,0,0,13.6150,0.0,0.0,0.0,0,0,0,0,"{""JSON"": 6900, ""JavaScript"": 5873, ""CSS"": 725, ""HTML"": 65, ""SVG"": 26}",4,4,16.00,30000,OK,,0.0,5.878,1.0,0.0,0.0554,0.3256
Sandox_st1_ms2_delivery,Sandox_st1_ms2_delivery,https://github.com/sandoxio/sandox,b776643a898132ae512a611e4256b36ca7e1ab3f,cutoff,2023-07-12,2023-08-28,1.54,1,6.8620,6.8620,0,0,17.1290,0.1579,0.0474,2.0,3,8,1,0,"{""JSON"": 8743, ""JavaScript"": 6845, ""CSS"": 1191, ""HTML"": 164, ""Markdown"": 132}",4,4,16.00,30000,OK,,0.8493,6.0127,0.8762,0.219,0.2363,2.27
sarp-basic-functionality,sarp-basic-functionality,https://github.com/scs/MIRAI,05bbab8d5c97a97485d3db1c0af84b83333f68c3,cutoff,2018-11-06,2023-06-05,54.93,0,36.7330,39.3330,2600,1,38.9780,36.2105,13.3377,85.0,688,1158,18,1,"{""Rust"": 36694, ""Markdown"": 1812, ""TOML"": 171, ""XML"": 162, ""YAML"": 67}",1,,,30000,OK,,36.733,0.0,0.0,0.0,0.0554,36.733
scale-codec-comparator,scale-codec-comparator,https://github.com/gmajor-encrypt/scale-codec-comparator,c12b99207b20f226e489fbd90707f345c16f0131,cutoff,2022-05-30,2023-01-22,7.79,1,6.9080,6.9080,251,1,32.2850,2.5263,0.9477,6.0,48,134,1,0,"{""JSON"": 24113, ""C"": 2728, ""C/C++ Header"": 1334, ""TypeScript"": 884, ""Markdown"": 734}",,1,,9000,OK,,6.908,0.0,0.0,0.0,0.0554,6.908
ScoutCoinFabrik,ScoutCoinFabrik,https://github.com/CoinFabrik/scout,,,,,,,,,,,,,,,,,,,,2.5,,,13500,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
Security_Marketplace,Security_Marketplace,https://github.com/ParthChaudhary31/Security_Marketplace_Backend,7e4c64b20f94a8a2eba885fbe81b2e082ab6447c,cutoff,2023-07-28,2023-11-08,3.38,1,5.4390,5.4390,0,0,23.4890,0.2105,0.0526,3.0,4,4,1,0,"{""JSON"": 17907, ""TypeScript"": 5433, ""Markdown"": 105, ""Text"": 20, ""YAML"": 10}",4,,,29920,OK,,1.8815,3.5575,0.6541,0.9773,0.8241,4.8132
SEOR-code-less-smart-contract-platform,SEOR-code-less-smart-contract-platform,https://github.com/SealSC/smart-contracts,6ad52a83105c033dd64a03b7f29c7dc4a0305c26,cutoff,2020-09-17,2021-07-06,9.59,1,5.0100,5.0100,0,0,5.6020,1.8947,0.8982,10.0,36,115,2,1,"{""Solidity"": 3491, ""Rust"": 802, ""JavaScript"": 681, ""Markdown"": 444, ""TOML"": 98}",3,,,12500,OK,,5.01,0.0,0.0,0.0,0.0554,5.01
sequester,sequester,https://github.com/SequesterChain/pallets,544c25db0805a66be29d9ffcd91950bc0159a3de,cutoff,2022-03-27,2022-06-21,2.83,1,0.8290,0.8680,39,1,0.9330,0.6842,0.2714,2.0,13,47,2,1,"{""Rust"": 829, ""Markdown"": 59, ""TOML"": 45}",,,,25000,OK,,0.829,0.0,0.0,0.0,0.0554,0.829
shadows-network,shadows-network,https://github.com/ShadowsNetwork/shadows,2b2e522a523a275380650b6fa7c13aaed8017b17,cutoff,2020-12-17,2020-12-29,0.39,1,1.2120,1.2120,0,0,1.6350,0.0526,0.0132,1.0,1,1,1,0,"{""Rust"": 1198, ""TOML"": 404, ""YAML"": 16, ""Bourne Shell"": 14, ""Markdown"": 3}",5,3,15.00,1,OK,,0.0,1.212,1.0,0.9812,0.8268,1.0021
Shivarthu,Shivarthu,https://github.com/amiyatulu/shivarthu,a38ff3aa038474613427a3ee4af3ed8108f70941,commit,2021-03-20,2022-08-10,16.69,1,6.2440,6.2440,0,0,9.9460,4.0,1.1387,15.0,76,93,1,0,"{""Rust"": 6200, ""SVG"": 2616, ""TOML"": 567, ""Markdown"": 503, ""Nix"": 30}",2,8,16.00,20000,OK,,3.7835,2.4605,0.3941,0.9982,0.8387,5.8472
signac,signac,https://github.com/digitalnativeinc/signac,3e8681795a6c443dac7e789fca043fb0a8abdc8f,cutoff,2022-07-12,2022-11-01,3.68,1,2.3270,2.3270,0,0,25.1450,2.0526,0.823,10.0,39,151,4,1,"{""JSON"": 22470, ""TypeScript"": 1989, ""Markdown"": 285, ""JavaScript"": 264, ""Bourne Shell"": 74}",1,,,30000,OK,,2.327,0.0,0.0,0.0,0.0554,2.327
signet,signet,https://github.com/TalismanSociety/siws,86c6e921df2af1cfe8000fb76f3f3917f1ad0d19,commit,2023-11-08,2023-11-10,0.07,1,0.2990,0.2990,0,0,12.4670,0.0526,0.0313,1.0,1,4,1,0,"{""JSON"": 12097, ""TypeScript"": 288, ""Markdown"": 68, ""JavaScript"": 11, ""SVG"": 3}",1,1,1.00,26400,OK,,0.2965,0.0025,0.0085,1.0,0.84,0.2986
silent_data,silent_data,https://github.com/appliedblockchain/silentdata-node-public,6297bc3f6d0eb573a123b5ace7406726c6009d29,cutoff,2023-03-30,2023-03-30,0.0,0,2.5900,2.5900,0,0,17.9640,0.0526,0.0132,1.0,1,1,1,0,"{""JSON"": 15074, ""TypeScript"": 2590, ""Markdown"": 257, ""YAML"": 43}",,,,,OK,,0.0,2.59,1.0,0.0,0.0554,0.1435
sirato-substrate-explorer-phase3,sirato-substrate-explorer-phase3,https://github.com/web3labs/epirus-substrate,0c79496b75cd2c50996a067dfd9353c375362506,cutoff,2022-06-06,2023-02-10,8.18,1,16.3860,16.3860,0,0,76.7180,6.2632,3.1282,19.0,119,498,3,1,"{""JSON"": 59164, ""TypeScript"": 16170, ""Markdown"": 507, ""YAML"": 223, ""JavaScript"": 184}",2,3,6.00,75000,OK,,16.386,0.0,0.0,0.0,0.0554,16.386
skyekiwi-protocol,skyekiwi-protocol,https://github.com/skyekiwi/skyekiwi-protocol,18171d1174b12f78d85bbd92183d53d3924468f2,commit,2021-05-19,2021-09-16,3.94,1,1.6880,2.1600,472,9,3.4710,1.3158,0.5605,6.0,25,76,2,1,"{""TypeScript"": 1584, ""JSON"": 1462, ""Markdown"": 223, ""JavaScript"": 104, ""HTML"": 54}",2,4,8.00,30000,OK,,1.688,0.0,0.0,0.0,0.0554,1.688
skyepass,skyepass,https://github.com/skyekiwi/skyepass-vault,07e1e5396ef69698e1e49041fa20cce9a69e86c5,cutoff,2021-03-05,2021-04-19,1.48,1,1.0900,1.0900,0,0,1.4440,0.3684,0.1281,2.0,7,16,1,0,"{""TypeScript"": 912, ""Rust"": 178, ""Text"": 169, ""Markdown"": 95, ""JSON"": 58}",2.5,,,28500,OK,,0.0,1.09,1.0,0.9222,0.7855,0.8562
skynet-substrate-integration,skynet-substrate-integration,https://github.com/SkynetLabs/skynet-substrate,75ecccf44e5c38dbafa2ffe6d3f3c5efe2649b2c,cutoff,2021-08-31,2022-02-28,5.95,1,1.4570,1.4570,0,0,7.1670,1.1579,0.3464,5.0,22,32,2,1,"{""HTML"": 4969, ""Rust"": 1404, ""Text"": 455, ""Markdown"": 102, ""SVG"": 91}",0.1875,8,1.50,30000,OK,,1.1938,0.2632,0.1807,1.0,0.84,1.4149
slonigiraf,slonigiraf,https://github.com/slonigiraf/recommendation-letter,0341bbb307eeadb5e8ebdb90dda8381841329b67,cutoff,2022-03-23,2022-03-24,0.03,1,0.5870,0.6090,22,1,0.6810,0.1053,0.0502,1.0,2,9,1,0,"{""Rust"": 587, ""TOML"": 76, ""Markdown"": 18}",1,1,1.00,10000,OK,,0.0,0.587,1.0,0.6312,0.5768,0.3386
slothunter,slothunter,https://github.com/hack-ink/slothunter,42df0d3b1154712807e586cb41103753c9095ff4,cutoff,2023-02-03,2023-09-06,7.06,1,1.9290,1.9290,0,0,2.4920,0.7368,0.2357,4.0,14,25,1,0,"{""Rust"": 1929, ""YAML"": 283, ""Markdown"": 160, ""TOML"": 95, ""INI"": 18}",1,,,22500,OK,,1.9148,0.0142,0.0074,1.0,0.84,1.9267
social_recivery_wallet,social_recivery_wallet,https://github.com/hypha-dao/hashed-wallet,fca1fcb28d54b2c59f990e0cb540e60229eb7002,cutoff,2019-12-21,2023-01-25,37.16,0,34.6470,34.6470,0,0,40.9400,17.8421,5.6309,65.0,339,549,9,1,"{""Dart"": 30819, ""JSON"": 3377, ""TypeScript"": 2685, ""Text"": 1109, ""JavaScript"": 1069}",,,,,OK,,34.3563,0.2907,0.0084,0.973,0.8211,34.595
societal,societal,https://github.com/sctllabs/societal-front-end,5bb1c71a84786bfa1612ba07c2b85d89b70c5747,cutoff,2022-11-10,2022-11-15,0.16,1,2.0400,2.6400,600,1,2.2900,0.1579,0.0395,2.0,3,3,2,0,"{""JavaScript"": 2040, ""JSON"": 110, ""YAML"": 70, ""Markdown"": 35, ""HTML"": 28}",3,4,12.00,30000,OK,,0.3667,1.6733,0.8202,0.063,0.1074,0.5465
societal-grant,societal-grant,https://github.com/sctllabs/societal-grant-2-submission,3ea9ef45c3756a1ea641526caaf5b3944259c842,cutoff,2022-08-25,2023-02-09,5.52,1,26.8580,27.7240,866,5,29.3090,3.2632,1.4125,9.0,62,162,2,1,"{""Rust"": 26616, ""Markdown"": 1147, ""TOML"": 1121, ""Solidity"": 198, ""YAML"": 84}",2,3,6.00,30000,OK,,23.5884,3.2696,0.1217,0.9966,0.8376,26.3272
sol2ink,sol2ink,https://github.com/727-Ventures/sol2ink,bc014edcbb738a66c0bbbe2e063d5c93d9df75b4,commit,2022-05-25,2023-02-01,8.28,1,9.6500,9.6540,4,1,10.9620,1.8421,0.6418,7.0,35,72,3,1,"{""Rust"": 7961, ""Solidity"": 1623, ""TOML"": 542, ""SCSS"": 316, ""Markdown"": 285}",1,,,36000,OK,,8.7422,0.9078,0.0941,1.0,0.84,9.5047
sol2ink-delivery,sol2ink-delivery,https://github.com/Supercolony-net/sol2ink,9f1ae2f8c5cb90c9ea71d5ccf0341f2acc45d4b4,cutoff,2022-05-25,2022-08-17,2.76,1,6.7770,6.7810,4,1,7.6010,0.1579,0.0713,2.0,3,8,1,0,"{""Rust"": 5657, ""Solidity"": 1054, ""SCSS"": 316, ""Markdown"": 267, ""TOML"": 109}",2,,,60000,OK,,4.7349,2.0421,0.3013,1.0,0.84,6.4503
Solang-developer-experience-improvements,Solang-developer-experience-improvements,https://github.com/hyperledger/solang,9a53ecbb32d0a56162e2b894463076cedfafa7e3,cutoff,2018-12-30,2023-07-07,54.2,0,131.3370,133.8340,2497,2,137.6770,44.7368,18.9148,117.0,850,1868,28,1,"{""Rust"": 111701, ""Solidity"": 13586, ""TypeScript"": 3774, ""reStructuredText"": 2463, ""JSON"": 2157}",,13,,25000,OK,,131.29,0.047,0.0004,1.0,0.84,131.3295
Solang_Playground,Solang_Playground,https://github.com/hyperledger-labs/solang-playground,90b6230c1f4a7d38b49da09e3203126617d6ad6c,cutoff,2024-01-31,2025-01-15,11.5,1,70.1300,71.8270,1697,1,71.7230,0.7368,0.2771,9.0,14,29,3,1,"{""Rust"": 67837, ""TypeScript"": 2185, ""JSON"": 825, ""TOML"": 273, ""CSS"": 150}",,13,,25000,OK,,70.13,0.0,0.0,0.0,0.0554,70.13
solidity-trie-verifier,solidity-trie-verifier,https://github.com/polytope-labs/solidity-merkle-trees,82698e828b883eeb1ee0f658956c0c0ad26f5f49,cutoff,2022-12-29,2023-02-27,1.97,1,2.5460,2.5460,0,0,2.7680,0.4737,0.1575,4.0,9,14,4,1,"{""Solidity"": 1496, ""Rust"": 1050, ""Markdown"": 69, ""TOML"": 68, ""JSON"": 44}",3,4.5,13.50,75000,OK,,2.546,0.0,0.0,0.0,0.0554,2.546
